opportunity_id,account_id,amount,is_won,call_count_during,email_count_during,meeting_count_during,total_activity_count_during,campaign_activity_count,activity_velocity,days_to_first_activity,days_since_last_activity,avg_intent_score_during,max_intent_score_during,high_surge_count_during,medium_surge_count_during,unique_intent_topics,had_competitor_intent,had_pricing_intent,total_email_threads,inbound_email_count,outbound_email_count,exec_involvement_count,unique_email_threads,email_response_rate,total_marketing_events_during,total_score_delta_during,avg_score_delta_during,unique_marketing_visitors,webinar_attended_count,content_download_count,demo_request_count,pricing_page_visits,integration_page_visits,case_study_views,total_engagement_duration,contact_count_total,executive_count,vp_count,director_count,manager_count,decision_maker_count,influencer_count,champion_count,zoominfo_exec_count,multi_threading_score,was_customer_before,previous_deal_count,previous_wins_count,previous_losses_count,historical_win_rate,total_historical_revenue,avg_historical_deal_size,days_since_last_win,days_since_last_loss,engagement_trend,velocity_change,intent_momentum,urgency,is_stalled,recent_activity_count,previous_activity_count,recent_intent_score,previous_intent_score,is_renewal,is_expansion,is_new_logo,days_to_renewal,opportunity_type,days_since_first_contact,persona_coverage,committee_diversity_score,has_c_level,has_decision_maker,has_champion,industry_Education,industry_Energy,industry_Finance,industry_Gaming,industry_Healthcare,industry_Manufacturing,industry_Media,industry_Retail,industry_Software,industry_Telecom,employee_band_1-50,employee_band_1001-5000,employee_band_201-500,employee_band_5001+,employee_band_501-1000,employee_band_51-200,region_APJ,region_EMEA,region_LATAM,engagement_intensity,activity_per_contact,decision_maker_ratio,deal_size_category,high_value_new_logo,is_highly_engaged,is_multi_threaded,is_marketing_qualified,is_intent_qualified,has_executive_involvement,velocity_score
OPP-F96IMTQC,ACC-74104Y6K,55888,1,0,0,0,8,3,0.1951219512195122,3,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,2,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,4,0,0.0,0.0,0,0,1,1177,new_logo,197,1.0,1.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0,2.0,0.25,1.0,0,0,1,0,0,0,0.7804878048780488
OPP-5VJUAJZG,ACC-ABM1WHUI,32683,1,0,0,0,12,7,0.3076923076923077,0,7,60.0,60,0,1,1,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,2,1,0,2,2,0,2,9.0,0,1,0,1,0.0,0,91089.0,9999,112,INCREASING,6.0,60.0,LOW,0,7,1,60.0,0.0,0,0,1,9999,new_logo,1057,0.6666666666666666,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,3.0,0.5,1.0,0,0,1,0,0,0,1.2307692307692308
OPP-ZBBHHSAG,ACC-QZVDOMGY,40586,0,0,0,0,9,5,0.01565217391304348,49,90,0.0,0,0,0,0,0,0,5,0,5,0,5,0.0,6,48,8.0,3,2,0,0,2,0,2,14730,4,0,1,2,1,2,2,0,1,7.5,1,1,1,0,1.0,49693,49693.0,169,9999,STABLE,0.0,0.0,LOW,1,1,1,0.0,0.0,0,1,0,1041,expansion,497,1.0,0.75,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,2.25,0.5,1.0,0,0,1,1,0,0,0.06260869565217392
OPP-HRU8Y39J,ACC-I4E88RVM,84072,1,0,0,0,14,2,0.32558139534883723,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,3,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,0.0,LOW,0,6,2,0.0,0.0,0,1,0,9999,expansion,636,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0.0,3.5,0.25,2.0,0,1,1,0,0,0,1.302325581395349
OPP-1LQOXOX5,ACC-W5YJ6J1G,55290,0,0,0,0,10,3,0.3125,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,14,7.0,2,0,0,0,2,0,0,4651,4,0,0,1,2,1,2,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,3,3,0.0,0.0,0,0,1,852,new_logo,603,1.0,0.75,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,2.5,0.25,1.0,0,0,1,0,0,0,1.25
OPP-NY06M5R1,ACC-4XO5UIZM,42616,1,0,0,0,5,2,0.1111111111111111,3,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,1,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,1,1,0.0,0.0,0,0,1,9999,new_logo,497,0.6666666666666666,0.5,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,1.25,0.75,1.0,0,0,1,0,0,0,0.4444444444444444
OPP-VTZ7LXW0,ACC-QR1IZP9E,32592,0,0,0,0,13,5,0.34210526315789475,0,0,27.0,27,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,1,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,27.0,LOW,0,3,2,27.0,0.0,0,0,1,1055,new_logo,288,0.6666666666666666,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,3.25,0.5,1.0,0,1,1,0,0,0,1.368421052631579
OPP-A4W81OXT,ACC-SD8NYMGC,54609,1,0,0,0,14,4,0.23728813559322035,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,2,0,4,0,0,2,13.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,2,2,0.0,0.0,0,1,0,9999,expansion,71,0.6666666666666666,0.5,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.5,1.0,1.0,0,1,1,0,0,0,0.9491525423728814
OPP-GZE88WBT,ACC-DJTBSTN8,106234,0,0,0,0,20,2,0.029455081001472753,3,81,46.4,82,1,2,4,1,0,3,0,3,0,3,0.0,3,40,13.333333333333334,3,0,0,0,1,0,0,5398,4,0,1,1,0,3,1,0,2,10.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,12.0,LOW,1,1,1,12.0,0.0,0,0,1,1159,new_logo,383,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,5.0,0.75,3.0,1,1,1,1,1,0,0.11782032400589101
OPP-4T92XB4H,ACC-0CZ998G7,55935,0,0,0,0,10,1,0.2564102564102564,0,3,0.0,0,0,0,0,0,0,2,0,2,0,2,0.0,1,5,5.0,1,1,0,0,0,0,0,2779,4,0,1,1,1,3,0,0,2,10.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,2,2,0.0,0.0,0,0,1,9999,new_logo,0,1.0,0.75,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0,2.5,0.75,1.0,0,0,1,0,0,0,1.0256410256410255
OPP-B9WZUM5D,ACC-3UUK9O0H,73089,0,0,0,0,11,3,0.015256588072122053,168,124,44.333333333333336,83,1,0,3,1,0,6,0,6,0,6,0.0,5,40,8.0,3,0,0,0,2,0,1,14806,4,0,0,0,1,3,0,0,3,9.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,83.0,LOW,1,1,0,83.0,0.0,0,0,1,955,new_logo,104,0.6666666666666666,0.5,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0,2.75,0.75,2.0,1,0,1,1,1,0,0.06102635228848821
OPP-E15IIM2C,ACC-QV7YGQJG,61300,0,0,0,0,18,6,0.47368421052631576,2,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,9,9.0,1,0,0,0,0,0,0,4124,4,0,2,0,1,2,2,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.6666666666666666,0.0,HIGH,0,2,6,0.0,0.0,0,0,1,9999,new_logo,965,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,4.5,0.5,2.0,0,1,1,0,0,0,1.894736842105263
OPP-5D9IO2BB,ACC-GIXMGW10,69643,0,0,0,0,9,0,0.017892644135188866,3,82,41.0,41,0,1,1,0,0,6,0,6,0,6,0.0,1,12,12.0,1,0,0,0,0,0,0,4775,4,0,0,0,3,1,3,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,41.0,LOW,1,1,0,41.0,0.0,0,0,1,9999,new_logo,592,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,2.25,0.25,2.0,1,0,1,0,0,0,0.07157057654075547
OPP-3PXKWI2A,ACC-JYVGHTEK,96295,0,0,0,0,10,1,0.24390243902439024,6,15,0.0,0,0,0,0,0,0,2,0,2,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,2,1,3,0,0,1,10.5,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.4,0.0,HIGH,0,3,5,0.0,0.0,0,0,1,9999,new_logo,664,1.0,0.75,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,2.5,0.75,2.0,1,0,1,0,0,0,0.975609756097561
OPP-23YIWGMM,ACC-1MEBVSBI,41459,0,0,0,0,11,1,0.01510989010989011,115,64,59.666666666666664,60,0,3,3,1,0,7,0,7,0,7,0.0,5,31,6.2,3,0,0,0,4,0,0,16870,4,0,0,1,0,3,1,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,60.0,LOW,1,1,0,60.0,0.0,0,0,1,9999,new_logo,0,0.6666666666666666,0.75,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,2.75,0.75,1.0,0,0,1,1,0,0,0.06043956043956044
OPP-78B5PKSX,ACC-IABPND9S,52732,0,0,0,0,18,8,0.45,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,6,3,0.0,0.0,0,0,1,9999,new_logo,246,1.0,1.0,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0,4.5,0.25,1.0,0,1,1,0,0,0,1.8
OPP-UWJJPJ7B,ACC-9UJHHQ3Q,36110,0,0,0,0,5,2,0.1,0,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,2,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,1,1,0.0,0.0,0,0,1,9999,new_logo,237,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1.25,0.5,1.0,0,0,1,0,0,0,0.4
OPP-6I1A9R5R,ACC-KBK3I03J,70537,0,0,0,0,7,1,0.2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,12,12.0,1,0,0,0,1,0,0,5014,4,0,0,0,2,0,3,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,1,1,0.0,0.0,0,0,1,9999,new_logo,327,0.3333333333333333,0.5,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,1.75,0.0,2.0,1,0,1,0,0,0,0.8
OPP-PY5ZKRBI,ACC-50Y75N3I,35937,0,0,0,0,12,8,0.02586206896551724,21,182,40.666666666666664,54,0,2,3,0,0,2,0,2,0,2,0.0,3,34,11.333333333333334,2,0,0,0,1,0,1,3372,4,0,0,0,0,1,0,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,42.0,LOW,1,1,0,42.0,0.0,0,0,1,9999,new_logo,3,0.3333333333333333,0.5,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,3.0,0.25,1.0,0,0,1,1,0,0,0.10344827586206896
OPP-TTCUH5EB,ACC-5QP7FYBM,245949,0,0,0,0,8,4,0.14285714285714285,9,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,1,0,0.0,0.0,0,0,1,1004,new_logo,0,0.3333333333333333,0.5,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,2.0,0.0,3.0,1,0,1,0,0,0,0.5714285714285714
OPP-QXW73KKK,ACC-5ZRW7JAA,48054,0,0,0,0,10,4,0.24390243902439024,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,1,3,0,0,3,10.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,0.0,LOW,0,3,1,0.0,0.0,0,0,1,9999,new_logo,989,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,2.5,0.75,1.0,0,0,1,0,0,0,0.975609756097561
OPP-FKR1LUH9,ACC-NCLLCK56,75102,0,0,0,0,7,4,0.15555555555555556,1,2,87.0,87,1,0,1,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,87.0,LOW,0,2,1,87.0,0.0,0,0,1,9999,new_logo,370,0.3333333333333333,0.5,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,1.75,0.25,2.0,1,0,1,0,1,0,0.6222222222222222
OPP-Q6ONSHEU,ACC-QI9PJN29,65949,0,0,0,0,8,1,0.1951219512195122,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,2,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,0,1,9999,new_logo,123,0.6666666666666666,0.75,1,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.0,0.5,2.0,1,0,1,0,0,0,0.7804878048780488
OPP-YXDQPSKH,ACC-28YF037P,128558,0,0,0,0,18,4,0.36,0,3,47.0,78,1,0,2,1,0,1,0,1,0,1,0.0,1,9,9.0,1,0,0,0,0,0,0,3515,4,0,1,1,1,2,0,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,3.0,78.0,LOW,0,4,1,78.0,0.0,0,0,1,9999,new_logo,0,1.0,1.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,4.5,0.5,3.0,1,1,1,0,1,0,1.44
OPP-04CZ8LOA,ACC-QI9PJN29,129155,0,0,0,0,18,6,0.5142857142857142,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,4.0,1,1,0,0,0,0,0,1588,4,0,0,1,0,2,2,0,1,6.0,0,1,0,1,0.0,0,65949.0,9999,230,INCREASING,1.5,0.0,LOW,0,5,2,0.0,0.0,0,0,1,9999,new_logo,394,0.6666666666666666,0.75,1,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.5,0.5,3.0,1,1,1,0,0,0,2.057142857142857
OPP-8LA1N3IK,ACC-I0ZKDKWW,58766,0,0,0,0,12,4,0.4444444444444444,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,10,10.0,1,0,0,0,1,0,0,1673,4,0,0,1,2,1,2,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,4,2,0.0,0.0,0,0,1,9999,new_logo,426,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.0,0.25,1.0,0,0,1,0,0,0,1.7777777777777777
OPP-DYMSZN47,ACC-GV29JLTC,51596,0,0,0,0,11,4,0.025404157043879907,52,36,46.0,85,1,1,4,1,0,0,0,0,0,0,0.0,3,31,10.333333333333334,3,0,0,0,3,0,0,4846,4,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,35.0,LOW,1,1,0,35.0,0.0,0,0,1,533,new_logo,600,0.6666666666666666,0.75,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,2.75,0.0,1.0,0,0,1,1,1,0,0.10161662817551963
OPP-PDQ7YNXE,ACC-N87QX6AG,64487,0,0,0,0,9,4,0.0703125,3,32,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,2,2,1,0,2,7.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,1,1,1,0.0,0.0,0,0,1,332,new_logo,798,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,2.25,0.5,2.0,1,0,1,0,0,0,0.28125
OPP-F2ASU5XZ,ACC-L8214CL0,148791,0,0,0,0,18,5,0.15,0,28,82.0,82,1,0,1,1,0,1,0,1,0,1,0.0,2,14,7.0,1,0,0,0,1,0,0,7138,4,0,1,1,0,1,2,0,1,4.5,0,1,0,1,0.0,0,196805.0,9999,306,INCREASING,0.5,82.0,LOW,0,3,2,82.0,0.0,0,0,1,583,new_logo,984,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0,4.5,0.25,3.0,1,1,1,0,1,0,0.6
OPP-JOLPM933,ACC-G8W26H4H,32205,0,0,0,0,19,2,0.2923076923076923,0,28,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,4,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,-0.2,0.0,MEDIUM,0,4,5,0.0,0.0,0,0,1,524,new_logo,748,0.6666666666666666,0.75,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,4.75,0.0,1.0,0,1,1,0,0,0,1.1692307692307693
OPP-XX7OI2YH,ACC-QZVDOMGY,49693,1,0,0,0,17,3,0.40476190476190477,4,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,10,10.0,1,0,0,0,0,0,1,1571,4,0,1,2,1,2,2,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,6.0,0.0,LOW,0,7,1,0.0,0.0,0,0,1,1252,new_logo,286,1.0,0.75,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,4.25,0.5,1.0,0,1,1,0,0,0,1.619047619047619
OPP-BL3SHH3V,ACC-Y77GC42M,38421,0,0,0,0,17,6,0.068,13,30,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,2,16,8.0,1,0,0,0,0,0,2,4747,4,0,0,2,1,1,3,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,1,0,0.0,0.0,0,0,1,9999,new_logo,321,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.0,4.25,0.25,1.0,0,1,1,0,0,0,0.272
OPP-MX78OE91,ACC-B4W2433P,191743,0,0,0,0,16,6,0.3076923076923077,6,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,1,4.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,6,3,0.0,0.0,0,0,1,580,new_logo,518,0.6666666666666666,0.5,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,4.0,0.25,3.0,1,1,1,0,0,0,1.2307692307692308
OPP-0XU35XDA,ACC-HUE2LTB1,28808,1,0,0,0,19,4,0.3584905660377358,0,3,30.0,30,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,2,0,1,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,30.0,LOW,0,4,0,30.0,0.0,0,0,1,1566,new_logo,0,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,4.75,0.25,0.0,0,1,1,0,0,0,1.4339622641509433
OPP-5923OO92,ACC-OBHJ663L,38161,1,0,0,0,14,4,0.34146341463414637,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,2,23,11.5,2,0,0,0,1,0,0,7740,4,0,0,2,0,2,1,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,3.0,0.0,LOW,0,4,1,0.0,0.0,0,0,1,9999,new_logo,175,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.0,3.5,0.5,1.0,0,1,1,0,0,0,1.3658536585365855
OPP-W4AZDEGI,ACC-U7PJJ1AF,96880,0,0,0,0,16,5,0.037383177570093455,33,55,0.0,0,0,0,0,0,0,3,0,3,0,3,0.0,3,13,4.333333333333333,2,0,0,0,1,0,1,7019,4,0,1,3,0,2,2,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,1,1,0,0.0,0.0,0,0,1,9999,new_logo,544,0.6666666666666666,0.5,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,4.0,0.5,2.0,1,1,1,1,0,0,0.14953271028037382
OPP-Z3EJHTVZ,ACC-4EWTOUUJ,86847,1,0,0,0,6,0,0.13043478260869565,12,5,41.0,41,0,1,1,0,0,0,0,0,0,0,0.0,1,8,8.0,1,0,0,0,1,0,0,5028,4,0,0,1,1,1,1,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,41.0,LOW,0,2,1,41.0,0.0,0,1,0,930,expansion,183,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,1.5,0.25,2.0,0,0,1,0,0,0,0.5217391304347826
OPP-G9CL7PNH,ACC-EQXEZ6XI,33388,0,0,0,0,19,3,0.4318181818181818,1,0,32.0,32,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,2,0,1,4.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.3333333333333333,32.0,LOW,0,7,3,32.0,0.0,0,0,1,458,new_logo,820,1.0,1.0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.75,0.25,1.0,0,1,1,0,0,0,1.7272727272727273
OPP-0YK210F7,ACC-1QT0RZOJ,325448,0,0,0,0,19,3,0.5135135135135135,0,1,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0.0,0,1,0,1,0.0,0,51051.0,9999,258,STABLE,0.0,0.0,LOW,0,4,4,0.0,0.0,0,0,1,889,new_logo,342,0.3333333333333333,0.5,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,4.75,0.0,3.0,1,1,1,0,0,0,2.054054054054054
OPP-P5JOU2YE,ACC-YJM17LOX,136917,1,0,0,0,9,2,0.34615384615384615,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,3.0,0.0,LOW,0,4,1,0.0,0.0,0,0,1,9999,new_logo,306,0.3333333333333333,0.5,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,2.25,0.25,3.0,1,0,1,0,0,0,1.3846153846153846
OPP-COA34MA4,ACC-YYF4EVBE,108335,0,0,0,0,18,3,0.4090909090909091,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,2,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,4,4,0.0,0.0,0,0,1,972,new_logo,87,0.6666666666666666,0.75,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,4.5,0.5,3.0,1,1,1,0,0,0,1.6363636363636365
OPP-KKE7BVBX,ACC-DG48TF1F,247096,0,0,0,0,18,6,0.02403204272363151,39,109,44.666666666666664,55,0,2,3,1,0,4,0,4,0,4,0.0,12,110,9.166666666666666,4,1,0,0,6,0,1,33343,4,0,1,2,0,3,0,0,1,10.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,50.0,LOW,1,1,0,50.0,0.0,0,0,1,1098,new_logo,332,0.6666666666666666,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,4.5,0.75,3.0,1,1,1,1,0,0,0.09612817089452604
OPP-ABZ5F8G6,ACC-BYXBCXED,62532,0,0,0,0,14,4,0.3783783783783784,0,1,0.0,0,0,0,0,0,0,3,0,3,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,1,0,0,3.0,0,1,0,1,0.0,0,57337.0,9999,251,INCREASING,4.0,0.0,LOW,0,5,1,0.0,0.0,0,0,1,385,new_logo,918,0.6666666666666666,0.75,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,3.5,0.25,2.0,1,1,1,0,0,0,1.5135135135135136
OPP-1QZN81RD,ACC-MIVXF1TR,55398,0,0,0,0,13,4,0.2765957446808511,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,2,1,0,3,1,0,2,12.0,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.75,0.0,HIGH,0,1,4,0.0,0.0,0,0,1,351,new_logo,897,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,3.25,0.75,1.0,0,1,1,0,0,0,1.1063829787234043
